"adult","also_known_as","biography","birthday","deathday","gender","homepage","id","imdb_id","known_for_department","name","place_of_birth","popularity","profile_path"
false,"[""Виола Дэвис"",""바이올라 데이비스""]","Viola Davis (born August 11, 1965) is an American actress. Known primarily as a stage actress, Davis won a Tony Award for Best Performance by a Featured Actress in a Play and a Drama Desk Award for her role in King Hedley II (2001). She won a Tony Award for Best Performance by a Leading Actress in a Play for her role in Fences. She won a second Drama Desk Award for Intimate Apparel (2004).

Her films include Traffic (2000), Antwone Fisher (2002), and Solaris (2002). Her performance in Doubt (2008) was nominated for several awards, including an Academy Award for Best Supporting Actress and a Golden Globe Award for Best Supporting Actress in a Motion Picture.

Description above from the Wikipedia article Viola Davis, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1965-08-11",,1,,19492,"nm0205626","Acting","Viola Davis","Saint Matthews, South Carolina, USA",11.804,"/xDssw6vpYNRjsybvMPRE30e0dPN.jpg"
false,"[""Emily Jean Stone"",""Emily Stone"",""Riley Stone "",""เอมมา สโตน"",""艾瑪·史東"",""エマ・ストーン"",""엠마 스톤"",""إيما ستون"",""Έμμα Στόουν"",""Έμιλι Τζιν Στόουν"",""艾玛·斯通"",""Эмма Стоун"",""اما استون""]","Emily Jean ""Emma"" Stone is an American actress. The recipient of numerous accolades, including an Academy Award and a Golden Globe Award, she was the world's highest-paid actress in 2017.

Born and raised in Scottsdale, Arizona, Stone began acting as a child, in a theater production of The Wind in the Willows in 2000. As a teenager, she relocated to Los Angeles with her mother and made her television debut in In Search of the New Partridge Family (2004), a reality show that produced only an unsold pilot. After small television roles, she made her film debut in Superbad (2007), and received positive media attention for her role in Zombieland (2009). The 2010 teen comedy Easy A was Stone's first starring role, earning her nominations for the BAFTA Rising Star Award and a Golden Globe Award for Best Actress.

Stone gained wider recognition as Gwen Stacy in the 2012 superhero film The Amazing Spider-Man, and its 2014 sequel. She was nominated for the Academy Award for Best Supporting Actress for playing a recovering drug addict in the black comedy Birdman (2014), and her Broadway debut came in a revival of the musical Cabaret (2014–2015). She won the Academy Award for Best Actress for playing an aspiring actress in the romantic musical La La Land (2016). Stone received a third Academy Award nomination for her portrayal of Abigail Masham in the historical comedy-drama The Favourite (2018).","1988-11-06",,1,,54693,"nm1297015","Acting","Emma Stone","Scottsdale, Arizona, USA",31.52,"/eWjkPYeXxPhE2F9J3Ui6E9OWVXy.jpg"
false,"[""Питер Фачинелли""]","Peter Facinelli (born November 26, 1973) is an Italian-American actor, known as the star of Fastlane. He also stars as Carlisle Cullen in the Twilight movies and as Mike Dexter in the film Can't Hardly Wait.","1973-11-26",,2,"http://peter-facinelli.com/",56857,"nm0004906","Acting","Peter Facinelli","Queens, New York, USA",25.633,"/rzOK3sbHNyDNbHOhB6mKb9nCDxg.jpg"
false,"[""島﨑信長"",""岛崎信长""]","Nobunaga Shimazaki was born on December 6, 1988 in Shiogama, Miyagi Prefecture, Japan. He is a voice actor (seiyuu) at Aoni Production.","1988-12-06",,2,"http://www.aoni.co.jp/actor/sa/shimazaki-nobunaga.html",1210634,"nm4858403","Acting","Nobunaga Shimazaki","Shiogama, Miyagi Prefecture, Japan",21.016,"/iJFlSanoNgJMP31qBGCT9HzxFbi.jpg"
false,"[""Aoi Yabusaki"",""Aoi Yuuki"",""Aoi Yūki"",""ゆうき あおい"",""悠木碧"",""八武崎碧"",""유우키 아오이""]","Aoi Yuki is a Japanese voice actress, actress and singer.","1992-03-27",,1,"http://www.pro-fit.co.jp/talent_yuki.html",936275,"nm2976492","Acting","Aoi Yuki","Chiba Prefecture, Japan",10.22,"/4kHNZSUIux52UU2BD3H6b5c5ymZ.jpg"
false,"[""\t成田凌"",""なりた りょう"",""Ryou Narita"",""Narita Ryo"",""Narita Ryō"",""Narita Ryô"",""Narita Ryou"",""Ryō Narita"",""Ryô Narita"",""成田 凌""]","Ryo Narita is a model and actor from Saitama Prefecture, Japan.","1993-11-22",,2,"https://www.sma.co.jp/s/sma/artist/293?ima=0000#/news/0",1668610,"nm6954008","Acting","Ryo Narita","Saitama Prefecture, Japan",5.351,"/ojlQ1QUUv1mJzExmPZhDRthixjU.jpg"
false,"[""上白石萌音"",""かみしらいし もね"",""카미시라이시 모네""]","Mone Kamishiraishi is an actress. She was named a Newcomer of the Year at the 38th Japan Academy Prize for her role in the 2014 musical comedy filmMaiko wa Lady.","1998-01-27",,1,"https://www.toho-ent.co.jp/actress/profile.php?id=7305",1369100,"nm4759838","Acting","Mone Kamishiraishi","Kagoshima, Kagoshima Prefecture, Japan",13.838,"/cPydoy2sSqFDsbXeBPmzQGPmq0R.jpg"
false,"[""카미키 류노스케"",""Ryuchan"",""Ryu"",""Kamisama"",""神木隆之介\t"",""Ryuunosuke Kamiki"",""Ryūnosuke Kamiki"",""神木 隆之介"",""Ryunosuke Kamiki""]","Ryunosuke Kamiki is a Japanese actor. He entered the industry in 1995 when he was only 2 years old. He made his drama debut in ""Good News"", which gained him immense popularity through his first full-time role as Naoya, playing the son of SMAP's Masahiro Nakai. In 2001, he was discovered by Hayao Miyazaki, and ended up voicing Bao in the animated film ""Spirited Away"" by Studio Ghibli, the highest-grossing Japanese film in Japan. From 1999 to 2002 he had appeared in over a dozen projects, earning him the title of a child prodigy. He was awarded his first award for ""Backdrop del mio Papá"" when he was only 11. From 2004 to 2020, he has won awards every one or two alternative years.

Today, Ryu remains an iconic and beloved actor in the Japanese industry. He has the reputation of a reliable lead actor who goes into character as soon as the cameras start rolling. For his successful transition from a child actor to a main lead combined with his modest personality, has made him a role model for many. When choosing works, he likes to experiment with roles or plots. He does not mind too much about popularity or being the main lead as long as he likes his role. Rather than ""aiming for a big goal ahead"", he is the type to do the job in front of him wholeheartedly.

He has appeared in numerous award-winning projects. In 2011, he won his first international award for playing the main lead in the Amade Prize–winning ""Threads of Our Hearts"". To date, he has been an integral part of all the top 4 highest-grossing Japanese movies in Japan. His works continue to break records as his movie ""your name."" became the highest-grossing Japanese movie of all time internationally.

Ryu, alongside acting and voice acting, has dabbled in multiple fields. For variety shows he often does many documentaries. He even interviewed Will Smith for the magazine TV program 'ZIP!'. In 2015, he released his first book ""Master's Café"". Ryu challenged his first stage play with ""Beautiful: The Woman Who Met with God"", directed and written by Suzuki Matsuo, in 2019. The following year, he debuted in multiple fields such as a radio DJ for 'All Night Nippon 0' (ANN0) on 11th October 2020, which airs 3 am at nights between Saturday and Sunday. His directorial debut was with the music video for ""I Treasure You"" for SUPER HANDSOME COLLECTION ""JUMP↑"". He opened his own YouTube channel. He was also the official photographer for Takeru Satoh's 2021 calendar.

In 2020, Ryu was awarded at the Elan d'or Award Ceremony, one of the most prestigious awards in Japan for completing 25 years in the industry. To thank his fans, he started the 25th Anniversary Celebration Project.","1993-05-19",,2,"https://co-lavo.co.jp/artist/ryunosuke_kamiki/",225730,"nm1126340","Acting","Ryûnosuke Kamiki","Saitama Prefecture,Japan",11.094,"/6MwcfIUraHuKOmwjT4gX8BBB2T6.jpg"
false,"[""John Favreau"",""Джон Фавро"",""존 파브로"",""Τζον Φαβρό""]","Jonathan Kolia Favreau (/ˈfævroʊ/; born October 19, 1966) is an American actor, director, producer and screenwriter.

As an actor, Favreau has appeared in the films Rudy (1993), PCU (1994), Swingers (1996), Very Bad Things (1998), The Replacements (2000), Daredevil (2003), The Break-Up (2006), Couples Retreat (2009), I Love You, Man (2009), The Wolf of Wall Street (2013), and Chef (2014).

As a filmmaker, Favreau has been significantly involved with the Marvel Comics franchise, particularly in collaboration with Robert Downey Jr. He directed, produced, and appeared as Happy Hogan in the films Iron Man (2008) and Iron Man 2 (2010). He also served as an executive producer for, and/or appeared as the character in, the films The Avengers (2012), Iron Man 3 (2013), Avengers: Age of Ultron (2015), Spider-Man: Homecoming (2017), Avengers: Infinity War (2018), Avengers: Endgame (2019), and Spider-Man: Far From Home (2019).

As a director, he worked on the films Elf (2003), Zathura: A Space Adventure (2005), Cowboys & Aliens (2011), Chef (2014), The Jungle Book (2016) and The Lion King (2019). Favreau is the creator of the Star Wars Disney+ original series The Mandalorian (2019–present) as well as one of its executive producers and directors. He also serves as a director and executive producer for its spin-off series The Book of Boba Fett. He produces films under his production company banner, Fairview Entertainment, and also presents the television cooking series The Chef Show.

Description above is from the Wikipedia article Jon Favreau, licensed under CC-BY-SA, full list of contributors on Wikipedia.","1966-10-19",,2,,15277,"nm0269463","Acting","Jon Favreau","Queens, New York, USA",24.526,"/8MtRRnEHaBSw8Ztdl8saXiw1egP.jpg"
false,"[""마리사 토메이"",""Μαρίζα Τομέι"",""Marisa Veriga Tomei"",""Μαρίσα Βέριγκα Τομέι""]","Marisa Tomei (born December 4, 1964) is an American actress. She has received various accolades, including an Academy Award and nominations for two further Academy Awards, a BAFTA Award, two Golden Globe Awards, and three Screen Actors Guild Awards.

After working on the television series As the World Turns, Tomei came to prominence as a cast member on The Cosby Show spin-off A Different World in 1987. After having minor roles in a few films, she came to international attention in 1992 with the comedy, My Cousin Vinny, for which she received the Academy Award for Best Supporting Actress. She received two additional Academy Award nominations for In the Bedroom (2001) and The Wrestler (2008).

Tomei has appeared in a number of successful movies, including What Women Want (2000), Anger Management (2003), Wild Hogs (2007), The Ides of March (2011), and Parental Guidance (2012). She also portrayed May Parker in the Marvel Cinematic Universe, having appeared in Captain America: Civil War (2016), Spider-Man: Homecoming (2017), Avengers: Endgame (2019), Spider-Man: Far From Home (2019), and Spider-Man: No Way Home (2021).

Tomei has also worked in theater. She was formerly involved with the Naked Angels Theater Company and appeared in plays, such as Daughters (1986), Wait Until Dark (1998), Top Girls (2008), for which she received a nomination for the Drama Desk Award for Outstanding Featured Actress in a Play, and The Realistic Joneses (2014), for which she received a special award at the Drama Desk Awards.","1964-12-04",,1,,3141,"nm0000673","Acting","Marisa Tomei","Brooklyn, New York, USA",17.226,"/pP0J79KUzPPjW4QO42iF4KKM7C6.jpg"
false,"[""Bob Downey"",""小勞勃·道尼"",""روبرت داوني جونير"",""로버트 다우니 주니어"",""ロバート・ダウニー・Jr"",""Роберт Дауни-младший"",""Роберт Дауни мл."",""รอเบิร์ต ดาวนีย์ จูเนียร์"",""Роберт Дауні-молодший"",""Robert John Downey, Jr."",""Bob"",""RDJ"",""Downey Jr."",""Ρόμπερτ Ντάουνι Τζούνιορ"",""রবার্ট ডাউনি জুনিয়র"",""رابرت داونی جونیور"",""小罗伯特·唐尼"",""Роберт Дауни-мл.""]","Robert John Downey Jr. (born April 4, 1965) is an American actor and producer. Downey made his screen debut in 1970, at the age of five, when he appeared in his father's film Pound, and has worked consistently in film and television ever since. He received two Academy Award nominations for his roles in films Chaplin (1992) and Tropic Thunder (2008).

Downey Jr. is most known for his role in the Marvel Cinematic Universe as Tony Stark/Iron Man. He has appeared as the character in Iron Man (2008), The Incredible Hulk (2008), Iron Man 2 (2010), The Avengers (2012), Iron Man 3 (2013), Avengers: Age of Ultron (2015), Captain America: Civil War (2016), Spider-Man: Homecoming (2017), Avengers: Infinity War (2018), and Avengers: Endgame (2019).","1965-04-04",,2,,3223,"nm0000375","Acting","Robert Downey Jr.","Manhattan, New York, USA",29.757,"/4SLDzrd8C0evBJTy9nVbFeogjXV.jpg"
